Index,PlayerName,Nation,position,Squad,Competition,Age,BirthYear,Full 90s Played,Goals Scored,Total Shots,Shots on Target,Shots on Target%,Shots Per90,Shots on Target P90,Goals Per Shot,G/SOT,Average shot Distance,Shots from free kicks,Penalties created,Penalties attempted,xG,npxg,npxG/Sh,G-xG,npG-npxG
1366,Remi Matthews,ENG,GK,Crystal Palace,Premier League,29-309,1994,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1367,Alan Matturro,URU,"DF,FW",Genoa,Serie A,19-066,2004,0.9,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1368,Azor Matusiwa,NED,MF,Reims,Ligue 1,25-232,1998,12.5,0,9,0,0.0,0.72,0.00,0.00,0.00,22.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1369,Neal Maupay,FRA,FW,Brentford,Premier League,27-124,1996,6.2,2,21,6,28.6,3.41,0.97,0.10,0.33,14.1,1,0,0,3.6,3.6,0.17,-1.6,-1.6
1370,Neal Maupay,FRA,FW,Everton,Premier League,27-124,1996,1.2,0,5,4,80.0,4.05,3.24,0.00,0.00,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4
1371,Aïman Maurer,MAR,"MF,FW",Clermont Foot,Ligue 1,19-082,2004,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,14.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1372,Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26-005,1997,2.5,0,2,0,0.0,0.80,0.00,0.00,0.00,8.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1373,Christian Mawissa,FRA,DF,Toulouse,Ligue 1,18-242,2005,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1374,Philipp Max,GER,"DF,MF",Eint Frankfurt,Bundesliga,30-077,1993,8.5,0,4,0,0.0,0.47,0.00,0.00,0.00,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1375,Eric Maxim Choupo-Moting,CMR,"MF,FW",Bayern Munich,Bundesliga,34-268,1989,3.6,2,18,9,50.0,5.05,2.52,0.11,0.22,10.6,0,0,0,3.9,3.9,0.22,-1.9,-1.9
1376,Luís Maximiano,POR,GK,Almería,La Liga,24-345,1999,13.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1377,Borja Mayoral,ESP,FW,Getafe,La Liga,26-255,1997,13.9,9,27,15,55.6,1.95,1.08,0.26,0.47,15.4,0,2,2,6.9,5.3,0.20,+2.1,+1.7
1378,Youssef Maziz,FRA,"FW,MF",Metz,Ligue 1,25-175,1998,1.4,1,3,1,33.3,2.18,0.73,0.33,1.00,19.4,0,0,0,0.1,0.1,0.04,+0.9,+0.9
1379,Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,26-032,1997,9.1,0,9,1,11.1,0.99,0.11,0.00,0.00,17.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8
1380,Luca Mazzitelli,ITA,MF,Frosinone,Serie A,28-031,1995,10.1,2,20,7,35.0,1.99,0.70,0.10,0.29,24.8,2,0,0,0.9,0.9,0.04,+1.1,+1.1
1381,Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,28-142,1995,11.3,0,5,0,0.0,0.44,0.00,0.00,0.00,28.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3
1382,Kevin Mbabu,SUI,DF,Augsburg,Bundesliga,28-241,1995,6.3,0,1,0,0.0,0.16,0.00,0.00,0.00,16.6,0,0,0,0.0,0.0,0.05,0.0,0.0
1383,Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,18-345,2005,0.2,0,1,0,0.0,6.00,0.00,0.00,0.00,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0
1384,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,24-361,1998,12.8,15,63,28,44.4,4.93,2.19,0.17,0.39,17.2,0,4,5,12.4,8.3,0.13,+2.6,+2.7
1385,Malick Mbaye,SEN,"MF,FW",Metz,Ligue 1,19-254,2004,1.6,0,4,0,0.0,2.48,0.00,0.00,0.00,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
1386,Mamadou Mbaye,SEN,DF,Cádiz,La Liga,25-171,1998,3.2,0,2,1,50.0,0.62,0.31,0.00,0.00,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3
1387,Chancel Mbemba,COD,DF,Marseille,Ligue 1,29-130,1994,14.0,2,9,2,22.2,0.64,0.14,0.22,1.00,11.6,0,0,0,0.9,0.9,0.10,+1.1,+1.1
1388,Nolan Mbemba,CGO,MF,Le Havre,Ligue 1,28-300,1995,0.2,1,2,1,50.0,11.25,5.63,0.50,1.00,27.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0
1389,Bryan Mbeumo,CMR,FW,Brentford,Premier League,24-131,1999,14.3,7,38,13,34.2,2.66,0.91,0.11,0.31,17.3,3,3,3,8.5,6.2,0.16,-1.5,-2.2
1390,Jordi Mboula,ESP,"FW,MF",Hellas Verona,Serie A,24-275,1999,2.1,0,3,0,0.0,1.41,0.00,0.00,0.00,17.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1391,Nathanael Mbuku,FRA,FW,Augsburg,Bundesliga,21-275,2002,0.1,0,1,0,0.0,18.00,0.00,0.00,0.00,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0
1392,James Mcatee,ENG,MF,Sheffield Utd,Premier League,21-059,2002,9.0,1,11,4,36.4,1.22,0.44,0.09,0.25,18.7,2,0,0,1.1,1.1,0.10,-0.1,-0.1
1393,James Mcatee,ENG,MF,Manchester City,Premier League,21-059,2002,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1394,Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,27-195,1996,5.8,2,14,7,50.0,2.43,1.21,0.07,0.14,12.7,0,1,1,2.4,1.6,0.12,-0.4,-0.6
1395,James McConnell,ENG,MF,Liverpool,Premier League,19-094,2004,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1396,John McGinn,SCO,"MF,FW",Aston Villa,Premier League,29-059,1994,15.0,4,19,7,36.8,1.27,0.47,0.21,0.57,18.9,0,0,0,2.1,2.1,0.11,+1.9,+1.9
1397,Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,27-034,1996,4.6,0,2,0,0.0,0.43,0.00,0.00,0.00,10.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2
1398,Weston McKennie,USA,"MF,FW",Juventus,Serie A,25-110,1998,13.8,0,12,2,16.7,0.87,0.14,0.00,0.00,11.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0
1399,Dwight McNeil,ENG,MF,Everton,Premier League,24-024,1999,11.4,2,25,8,32.0,2.20,0.70,0.08,0.25,19.4,0,0,0,1.6,1.6,0.07,+0.4,+0.4
1400,Scott McTominay,SCO,MF,Manchester Utd,Premier League,27-008,1996,9.8,5,25,13,52.0,2.56,1.33,0.20,0.38,14.0,0,0,0,3.3,3.3,0.14,+1.7,+1.7
1401,Facundo Medina,ARG,DF,Lens,Ligue 1,24-202,1999,13.2,1,8,5,62.5,0.61,0.38,0.13,0.20,20.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6
1402,Ben Mee,ENG,DF,Brentford,Premier League,34-086,1989,6.7,1,6,1,16.7,0.90,0.15,0.17,1.00,12.0,0,0,0,0.5,0.5,0.08,+0.5,+0.5
1403,Marvin Mehlem,GER,MF,Darmstadt 98,Bundesliga,26-096,1997,10.8,3,18,8,44.4,1.67,0.74,0.17,0.38,16.7,0,0,0,3.6,3.6,0.20,-0.6,-0.6
1404,Bamo Meïté,CIV,DF,Marseille,Ligue 1,22-179,2001,1.0,0,1,0,0.0,1.05,0.00,0.00,0.00,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1405,Bamo Meïté,CIV,DF,Lorient,Ligue 1,22-179,2001,1.6,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1406,Hannibal Mejbri,TUN,MF,Manchester Utd,Premier League,20-329,2003,1.4,1,1,1,100.0,0.73,0.73,1.00,1.00,28.7,0,0,0,0.0,0.0,0.03,+1.0,+1.0
1407,Óscar Melendo,ESP,"MF,FW",Granada,La Liga,26-115,1997,8.4,0,3,0,0.0,0.36,0.00,0.00,0.00,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1408,Gonzalo Melero,ESP,"MF,FW",Almería,La Liga,29-348,1994,7.6,0,8,2,25.0,1.05,0.26,0.00,0.00,10.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7
1409,Birger Meling,NOR,DF,Rennes,Ligue 1,28-364,1994,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2
1410,Arthur Melo,BRA,MF,Fiorentina,Serie A,27-126,1996,11.7,0,4,2,50.0,0.34,0.17,0.00,0.00,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1411,Memphis,NED,FW,Atlético Madrid,La Liga,29-306,1994,2.3,2,12,4,33.3,5.27,1.76,0.17,0.50,15.8,1,0,0,2.6,2.6,0.21,-0.6,-0.6
1412,Houboulang Mendes,GNB,DF,Almería,La Liga,25-226,1998,4.1,0,1,0,0.0,0.24,0.00,0.00,0.00,23.2,0,0,0,0.0,0.0,0.01,0.0,0.0
1413,Tomás Mendes,ESP,MF,Alavés,La Liga,19-025,2004,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1414,Brais Méndez,ESP,"MF,FW",Real Sociedad,La Liga,26-343,1997,13.4,2,29,7,24.1,2.17,0.52,0.07,0.29,21.6,6,0,0,1.5,1.5,0.05,+0.5,+0.5
1415,Diego Méndez,ESP,MF,Rayo Vallecano,La Liga,20-109,2003,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1416,Antoine Mendy,FRA,DF,Nice,Ligue 1,19-203,2004,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1417,Benjamin Mendy,FRA,"DF,FW",Lorient,Ligue 1,29-152,1994,2.4,1,5,1,20.0,2.08,0.42,0.20,1.00,15.8,0,0,0,0.4,0.4,0.08,+0.6,+0.6
1418,Ferland Mendy,FRA,DF,Real Madrid,La Liga,28-191,1995,7.5,0,2,0,0.0,0.27,0.00,0.00,0.00,18.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1419,Formose Mendy,SEN,DF,Lorient,Ligue 1,22-348,2001,7.5,0,2,0,0.0,0.27,0.00,0.00,0.00,9.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1420,Nampalys Mendy,SEN,MF,Lens,Ligue 1,31-176,1992,2.7,0,1,1,100.0,0.38,0.38,0.00,0.00,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0
1421,Teden Mengi,ENG,DF,Luton Town,Premier League,21-230,2002,9.6,1,5,3,60.0,0.52,0.31,0.20,0.33,19.9,0,0,0,0.2,0.2,0.04,+0.8,+0.8
1422,Chris Mepham,WAL,DF,Bournemouth,Premier League,26-041,1997,2.0,0,1,1,100.0,0.51,0.51,0.00,0.00,8.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1
1423,Jorge Meré,ESP,DF,Cádiz,La Liga,26-243,1997,3.6,0,2,1,50.0,0.55,0.27,0.00,0.00,13.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1424,Alex Meret,ITA,GK,Napoli,Serie A,26-269,1997,13.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1425,Mikel Merino,ESP,MF,Real Sociedad,La Liga,27-177,1996,11.2,1,14,5,35.7,1.25,0.45,0.07,0.20,13.4,0,0,0,1.7,1.7,0.12,-0.7,-0.7
1426,Quentin Merlin,FRA,DF,Nantes,Ligue 1,21-214,2002,11.3,0,11,2,18.2,0.97,0.18,0.00,0.00,20.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6
1427,Junior Messias,BRA,"FW,DF",Genoa,Serie A,32-217,1991,3.0,1,10,1,10.0,3.33,0.33,0.10,1.00,15.8,0,0,0,0.7,0.7,0.07,+0.3,+0.3
1428,Thomas Meunier,BEL,"DF,FW",Dortmund,Bundesliga,32-095,1991,1.0,0,2,1,50.0,2.05,1.02,0.00,0.00,14.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1429,Bastien Meupiyou,FRA,DF,Nantes,Ligue 1,17-272,2006,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1430,Alexander Meyer,GER,GK,Dortmund,Bundesliga,32-247,1991,0.7,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1431,Omenuke Mfulu,COD,MF,Las Palmas,La Liga,29-271,1994,0.8,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1432,Sven Michel,GER,"FW,MF",Augsburg,Bundesliga,33-154,1990,4.8,1,7,4,57.1,1.45,0.83,0.00,0.00,22.6,0,1,1,1.0,0.2,0.04,0.0,-0.2
1433,Miguel,ESP,"FW,MF",Alavés,La Liga,24-104,1999,0.7,0,2,1,50.0,2.77,1.38,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1434,Georges Mikautadze,GEO,FW,Metz,Ligue 1,23-046,2000,2.9,2,11,7,63.6,3.84,2.44,0.18,0.29,17.7,0,0,0,1.2,1.2,0.11,+0.8,+0.8
1435,Nikola Milenković,SRB,DF,Fiorentina,Serie A,26-065,1997,12.3,0,4,2,50.0,0.33,0.16,0.00,0.00,28.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1436,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,17-229,2006,4.7,0,4,0,0.0,0.85,0.00,0.00,0.00,16.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4
1437,Arkadiusz Milik,POL,FW,Juventus,Serie A,29-291,1994,4.3,2,17,5,29.4,3.97,1.17,0.12,0.40,12.2,1,0,0,2.6,2.6,0.16,-0.6,-0.6
1438,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26-299,1997,14.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1439,Éder Militão,BRA,DF,Real Madrid,La Liga,25-332,1998,0.5,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1440,Luis Milla,ESP,MF,Getafe,La Liga,29-070,1994,4.2,0,3,1,33.3,0.71,0.24,0.00,0.00,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1441,Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,21-152,2002,10.6,2,12,9,75.0,1.13,0.85,0.17,0.22,18.3,0,0,0,1.3,1.3,0.11,+0.7,+0.7
1442,James Milner,ENG,"DF,MF",Brighton,Premier League,37-346,1986,5.2,0,2,1,50.0,0.39,0.19,0.00,0.00,20.3,0,0,0,0.0,0.0,0.02,0.0,0.0
1443,Jovan Milošević,SRB,FW,Stuttgart,Bundesliga,18-138,2005,0.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1444,Marko Milovanović,SRB,"FW,MF",Almería,La Liga,20-134,2003,0.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1445,Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,27-031,1996,12.6,0,4,1,25.0,0.32,0.08,0.00,0.00,11.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1446,Yerry Mina,COL,DF,Fiorentina,Serie A,29-084,1994,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1447,Takumi Minamino,JPN,MF,Monaco,Ligue 1,28-334,1995,11.4,5,30,18,60.0,2.64,1.58,0.17,0.28,16.9,0,0,0,3.4,3.4,0.11,+1.6,+1.6
1448,Lucas Mincarelli,FRA,"MF,DF",Montpellier,Ligue 1,19-345,2004,1.9,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1449,Tyrone Mings,ENG,DF,Aston Villa,Premier League,30-278,1993,0.3,0,1,0,0.0,3.00,0.00,0.00,0.00,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0
1450,Óscar Mingueza,ESP,"DF,MF",Celta Vigo,La Liga,24-217,1999,14.8,1,18,6,33.3,1.21,0.40,0.06,0.17,17.9,0,0,0,1.9,1.9,0.11,-0.9,-0.9
1451,Ignasi Miquel,ESP,DF,Granada,La Liga,31-079,1992,15.5,0,10,2,20.0,0.65,0.13,0.00,0.00,11.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1452,Rafa Mir,ESP,"FW,MF",Sevilla,La Liga,26-181,1997,2.1,1,10,6,60.0,4.66,2.80,0.10,0.17,17.3,0,0,0,0.6,0.6,0.06,+0.4,+0.4
1453,Ignacio Miramon,ARG,MF,Lille,Ligue 1,20-187,2003,0.4,0,2,1,50.0,4.62,2.31,0.00,0.00,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1454,Aleksei Miranchuk,RUS,"MF,FW",Atalanta,Serie A,28-060,1995,2.9,0,2,1,50.0,0.69,0.34,0.00,0.00,12.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1455,Juan Miranda,ESP,DF,Betis,La Liga,23-331,2000,8.2,0,5,1,20.0,0.61,0.12,0.00,0.00,17.2,1,0,0,0.7,0.7,0.17,-0.7,-0.7
1456,Kevin Miranda,ITA,DF,Sassuolo,Serie A,20-281,2003,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1457,Antonio Mirante,ITA,GK,Milan,Serie A,40-161,1983,1.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1458,Fabio Miretti,ITA,MF,Juventus,Serie A,20-135,2003,5.9,1,9,2,22.2,1.52,0.34,0.11,0.50,22.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6
1459,Filippo Missori,ITA,DF,Sassuolo,Serie A,19-267,2004,0.5,0,2,1,50.0,4.00,2.00,0.00,0.00,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1460,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,24-106,1999,14.1,1,3,1,33.3,0.21,0.07,0.33,1.00,15.4,0,0,0,0.5,0.5,0.15,+0.5,+0.5
1461,Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,26-210,1997,12.8,3,29,11,37.9,2.27,0.86,0.10,0.27,13.2,0,0,0,3.1,3.1,0.11,-0.1,-0.1
1462,Aleksandar Mitrović,SRB,FW,Fulham,Premier League,29-091,1994,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1463,Stefan Mitrović,SRB,DF,Getafe,La Liga,33-208,1990,7.6,1,1,1,100.0,0.13,0.13,1.00,1.00,8.7,0,0,0,0.1,0.1,0.09,+0.9,+0.9
1464,Maximilian Mittelstädt,GER,"DF,FW",Stuttgart,Bundesliga,26-273,1997,5.8,0,6,0,0.0,1.03,0.00,0.00,0.00,24.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1465,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,34-329,1989,13.0,2,15,2,13.3,1.16,0.15,0.13,1.00,18.4,0,0,0,1.5,1.5,0.10,+0.5,+0.5
1466,Jakub Moder,POL,MF,Brighton,Premier League,24-253,1999,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1467,Luka Modrić,CRO,MF,Real Madrid,La Liga,38-098,1985,6.4,0,11,4,36.4,1.72,0.62,0.00,0.00,20.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1468,Terem Moffi,NGA,FW,Nice,Ligue 1,24-205,1999,12.0,4,30,13,43.3,2.50,1.08,0.13,0.31,14.2,0,0,0,4.3,4.3,0.14,-0.3,-0.3
1469,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,26-018,1997,10.0,6,24,7,29.2,2.40,0.70,0.17,0.57,17.1,3,2,2,3.3,1.7,0.07,+2.7,+2.3
1470,Kudus Mohammed,GHA,"FW,MF",West Ham,Premier League,23-136,2000,7.8,3,15,5,33.3,1.93,0.64,0.20,0.60,18.8,0,0,0,1.1,1.1,0.08,+1.9,+1.9
1471,Dion Moise Sahi,CIV,"MF,FW",Strasbourg,Ligue 1,21-361,2001,3.8,1,13,3,23.1,3.45,0.80,0.08,0.33,15.1,0,0,0,2.0,2.0,0.15,-1.0,-1.0
1472,Johan Mojica,COL,"DF,FW",Osasuna,La Liga,31-117,1992,8.0,0,8,1,12.5,1.00,0.12,0.00,0.00,18.2,2,0,0,0.8,0.8,0.10,-0.8,-0.8
1473,Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,20-077,2003,4.5,1,9,1,11.1,1.99,0.22,0.11,1.00,20.4,0,0,0,0.3,0.3,0.03,+0.7,+0.7
1474,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,25-254,1998,8.5,2,7,3,42.9,0.82,0.35,0.29,0.67,17.4,0,0,0,0.8,0.8,0.12,+1.2,+1.2
1475,Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,32-027,1991,10.6,3,30,14,46.7,2.84,1.32,0.10,0.21,19.8,4,0,0,3.2,3.2,0.11,-0.2,-0.2
1476,Jon Moncayola,ESP,MF,Osasuna,La Liga,25-217,1998,7.4,0,5,1,20.0,0.67,0.13,0.00,0.00,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1477,Ilario Monterisi,ITA,DF,Frosinone,Serie A,21-362,2001,10.7,2,4,2,50.0,0.37,0.19,0.50,1.00,8.5,0,0,0,1.1,1.1,0.26,+0.9,+0.9
1478,César Montes,MEX,DF,Almería,La Liga,26-295,1997,6.7,0,4,0,0.0,0.60,0.00,0.00,0.00,11.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1479,Gonzalo Montiel,ARG,DF,Nott'ham Forest,Premier League,26-349,1997,1.9,0,2,0,0.0,1.07,0.00,0.00,0.00,17.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1480,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,27-299,1996,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1481,Kieffer Moore,WAL,"FW,MF",Bournemouth,Premier League,31-130,1992,1.0,1,5,2,40.0,4.95,1.98,0.20,0.50,8.8,0,0,0,1.1,1.1,0.21,-0.1,-0.1
1482,Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,31-054,1992,11.4,8,37,16,43.2,3.26,1.41,0.22,0.50,12.3,0,0,0,6.6,6.6,0.18,+1.4,+1.4
1483,Diego Moreira,POR,"FW,MF",Lyon,Ligue 1,19-132,2004,2.7,0,5,2,40.0,1.88,0.75,0.00,0.00,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7
1484,Alberto Moreno,ESP,"DF,MF",Villarreal,La Liga,31-164,1992,5.1,0,3,0,0.0,0.59,0.00,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1485,Álex Moreno,ESP,DF,Aston Villa,Premier League,30-191,1993,0.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1486,Gerard Moreno,ESP,"FW,MF",Villarreal,La Liga,31-253,1992,11.9,8,29,10,34.5,2.43,0.84,0.21,0.60,15.7,0,2,2,5.2,3.6,0.12,+2.8,+2.4
1487,Manu Morlanes,ESP,MF,Mallorca,La Liga,24-338,1999,4.4,0,3,1,33.3,0.68,0.23,0.00,0.00,17.1,0,0,0,0.3,0.3,0.11,-0.3,-0.3
1488,Nikola Moro,CRO,MF,Bologna,Serie A,25-279,1998,4.6,0,7,0,0.0,1.53,0.00,0.00,0.00,25.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1489,Carlton Morris,ENG,FW,Luton Town,Premier League,28-000,1995,13.2,3,28,6,21.4,2.12,0.45,0.04,0.17,13.9,0,2,2,3.9,2.3,0.08,-0.9,-1.3
1490,Cristhian Mosquera,COL,DF,Valencia,La Liga,19-172,2004,12.2,0,4,0,0.0,0.33,0.00,0.00,0.00,15.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4
1491,Dany Mota,POR,"FW,MF",Monza,Serie A,25-228,1998,7.4,1,19,7,36.8,2.57,0.95,0.05,0.14,12.3,0,0,0,1.9,1.9,0.10,-0.9,-0.9
1492,Lebo Mothiba,RSA,FW,Strasbourg,Ligue 1,27-322,1996,6.7,3,16,7,43.8,2.39,1.05,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6
1493,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,19-026,2004,1.7,1,3,1,33.3,1.80,0.60,0.33,1.00,13.1,0,0,0,0.3,0.3,0.11,+0.7,+0.7
1494,Steve Mounié,BEN,FW,Brest,Ligue 1,29-078,1994,7.9,2,26,7,26.9,3.31,0.89,0.08,0.29,12.6,0,0,0,3.0,3.0,0.11,-1.0,-1.0
1495,Mason Mount,ENG,MF,Manchester Utd,Premier League,24-340,1999,4.4,0,3,0,0.0,0.68,0.00,0.00,0.00,13.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
1496,Samuel Moutoussamy,COD,"MF,FW",Nantes,Ligue 1,27-126,1996,7.5,1,11,3,27.3,1.46,0.40,0.09,0.33,18.1,0,0,0,1.2,1.2,0.11,-0.2,-0.2
1497,Divin Mubama,ENG,FW,West Ham,Premier League,19-052,2004,0.6,0,1,0,0.0,1.61,0.00,0.00,0.00,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1
1498,Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,22-345,2001,7.1,2,11,2,18.2,1.55,0.28,0.18,1.00,18.5,0,0,0,1.2,1.2,0.10,+0.8,+0.8
1499,François Mughe,CMR,"MF,DF",Marseille,Ligue 1,19-183,2004,2.0,0,3,0,0.0,1.53,0.00,0.00,0.00,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1500,Joel Mugisha,NOR,"DF,FW",Lorient,Ligue 1,21-034,2002,2.0,0,1,0,0.0,0.50,0.00,0.00,0.00,18.5,0,0,0,0.0,0.0,0.01,0.0,0.0
1501,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,26-045,1997,4.1,0,1,0,0.0,0.24,0.00,0.00,0.00,28.4,0,0,0,0.0,0.0,0.03,0.0,0.0
1502,Samuele Mulattieri,ITA,FW,Sassuolo,Serie A,23-070,2000,1.3,0,4,1,25.0,3.03,0.76,0.00,0.00,14.2,0,0,0,0.7,0.7,0.17,-0.7,-0.7
1503,Andreas Müller,GER,MF,Darmstadt 98,Bundesliga,23-149,2000,0.4,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
