Index,PlayerName,Nation,position,Squad,Competition,Age,BirthYear,Full 90s Played,Goals Scored,Total Shots,Shots on Target,Shots on Target%,Shots Per90,Shots on Target P90,Goals Per Shot,G/SOT,Average shot Distance,Shots from free kicks,Penalties created,Penalties attempted,xG,npxg,npxG/Sh,G-xG,npG-npxG
1227,Abou Lô,SEN,DF,Metz,Ligue 1,23-348,2000,0.8,0,1,0,0.0,1.22,0.00,0.00,0.00,7.8,0,0,0,0.1,0.1,0.13,-0.1,-0.1
1228,Giovani Lo Celso,ARG,MF,Tottenham,Premier League,27-251,1996,3.2,2,8,4,50.0,2.50,1.25,0.25,0.50,21.7,0,0,0,0.4,0.4,0.05,+1.6,+1.6
1229,Stanislav Lobotka,SVK,MF,Napoli,Serie A,29-021,1994,14.1,0,6,2,33.3,0.42,0.14,0.00,0.00,26.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1230,Manuel Locatelli,ITA,MF,Juventus,Serie A,25-342,1998,14.2,1,8,1,12.5,0.56,0.07,0.13,1.00,25.8,0,0,0,0.3,0.3,0.04,+0.7,+0.7
1231,Bradley Locko,FRA,DF,Brest,Ligue 1,21-224,2002,15.0,0,6,0,0.0,0.40,0.00,0.00,0.00,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1232,Tom Lockyer,WAL,DF,Luton Town,Premier League,29-013,1994,13.0,1,7,1,14.3,0.54,0.08,0.14,1.00,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1
1233,Renan Lodi,BRA,DF,Marseille,Ligue 1,25-252,1998,12.7,0,6,2,33.3,0.47,0.16,0.00,0.00,22.5,3,0,0,0.3,0.3,0.05,-0.3,-0.3
1234,Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,27-327,1996,7.0,1,8,2,25.0,1.14,0.28,0.13,0.50,16.2,0,0,0,0.5,0.5,0.07,+0.5,+0.5
1235,Andy Logbo,FRA,FW,Le Havre,Ligue 1,19-224,2004,2.8,0,4,0,0.0,1.45,0.00,0.00,0.00,13.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
1236,Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23-019,2000,10.9,0,10,4,40.0,0.91,0.37,0.00,0.00,26.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1237,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,26-047,1997,9.3,2,13,5,38.5,1.39,0.54,0.15,0.40,14.9,0,0,0,1.5,1.5,0.11,+0.5,+0.5
1238,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,26-057,1997,9.6,6,30,12,40.0,3.12,1.25,0.20,0.50,13.4,0,0,0,4.3,4.3,0.15,+1.7,+1.7
1239,Noah Loosli,SUI,"DF,MF",Bochum,Bundesliga,26-327,1997,1.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1240,Anthony Lopes,POR,GK,Lyon,Ligue 1,33-076,1990,13.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1241,David López,ESP,"DF,MF",Girona,La Liga,34-068,1989,12.0,2,9,4,44.4,0.75,0.33,0.22,0.50,14.8,0,0,0,1.3,1.3,0.15,+0.7,+0.7
1242,Diego López,ESP,"FW,MF",Valencia,La Liga,21-217,2002,13.1,2,17,8,47.1,1.30,0.61,0.12,0.25,15.9,0,0,0,1.7,1.7,0.10,+0.3,+0.3
1243,Fermin López,ESP,"MF,FW",Barcelona,La Liga,20-219,2003,4.9,1,16,8,50.0,3.26,1.63,0.06,0.13,13.4,0,0,0,2.5,2.5,0.15,-1.5,-1.5
1244,Javi López,ESP,DF,Alavés,La Liga,21-349,2002,8.7,0,4,0,0.0,0.46,0.00,0.00,0.00,18.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1245,Maxime Lopez,FRA,MF,Fiorentina,Serie A,26-012,1997,2.1,0,3,1,33.3,1.43,0.48,0.00,0.00,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1246,Maxime Lopez,FRA,MF,Sassuolo,Serie A,26-012,1997,1.6,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1247,Pau López,ESP,GK,Marseille,Ligue 1,29-003,1994,14.7,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1248,Unai López,ESP,MF,Rayo Vallecano,La Liga,28-047,1995,9.7,1,12,3,25.0,1.24,0.31,0.08,0.33,25.7,2,0,0,0.5,0.5,0.05,+0.5,+0.5
1249,Dion Lopy,SEN,MF,Almería,La Liga,21-317,2002,10.6,0,6,2,33.3,0.56,0.19,0.00,0.00,22.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6
1250,Anthony Losilla,FRA,MF,Bochum,Bundesliga,37-281,1986,11.6,1,7,1,14.3,0.61,0.09,0.14,1.00,17.8,0,0,0,0.8,0.8,0.12,+0.2,+0.2
1251,Jordan Lotomba,SUI,DF,Nice,Ligue 1,25-078,1998,6.4,0,4,1,25.0,0.63,0.16,0.00,0.00,17.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1252,Tom Louchet,FRA,"FW,DF",Nice,Ligue 1,20-226,2003,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1253,Matteo Lovato,ITA,DF,Salernitana,Serie A,23-305,2000,8.5,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1254,Dejan Lovren,CRO,DF,Lyon,Ligue 1,34-164,1989,6.1,0,3,2,66.7,0.50,0.33,0.00,0.00,11.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1255,Sandi Lovrić,SVN,MF,Udinese,Serie A,25-263,1998,7.4,0,22,7,31.8,2.98,0.95,0.00,0.00,23.5,0,0,0,1.5,1.5,0.07,-1.5,-1.5
1256,Max Lowe,ENG,"MF,DF",Sheffield Utd,Premier League,26-219,1997,1.6,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1257,Anthony Lozano,HON,"MF,FW",Getafe,La Liga,30-235,1993,1.0,0,4,0,0.0,3.91,0.00,0.00,0.00,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1258,Lucas,BRA,DF,Cádiz,La Liga,22-267,2001,5.5,1,4,2,50.0,0.73,0.37,0.25,0.50,17.2,1,0,0,0.5,0.5,0.13,+0.5,+0.5
1259,Lorenzo Lucca,ITA,FW,Udinese,Serie A,23-097,2000,9.1,4,19,8,42.1,2.10,0.88,0.21,0.50,10.0,0,0,0,3.6,3.6,0.19,+0.4,+0.4
1260,Jhon Lucumí,COL,DF,Bologna,Serie A,25-173,1998,6.3,0,3,1,33.3,0.48,0.16,0.00,0.00,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1261,José Luis Gayà,ESP,DF,Valencia,La Liga,28-205,1995,10.4,1,8,1,12.5,0.77,0.10,0.13,1.00,20.7,1,0,0,0.4,0.4,0.06,+0.6,+0.6
1262,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,36-146,1987,6.1,4,14,6,42.9,2.31,0.99,0.29,0.67,12.3,0,0,0,3.1,3.1,0.22,+0.9,+0.9
1263,José Luis Palomino,ARG,DF,Atalanta,Serie A,33-345,1990,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1264,Douglas Luiz,BRA,MF,Aston Villa,Premier League,25-221,1998,15.4,5,27,6,22.2,1.76,0.39,0.07,0.33,24.8,3,3,3,4.1,1.8,0.07,+0.9,+0.2
1265,Romelu Lukaku,BEL,FW,Roma,Serie A,30-217,1993,12.1,7,27,11,40.7,2.23,0.91,0.26,0.64,14.8,0,0,1,4.9,4.1,0.15,+2.1,+2.9
1266,Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,20-364,2002,10.4,1,3,1,33.3,0.29,0.10,0.33,1.00,8.9,0,0,0,0.4,0.4,0.14,+0.6,+0.6
1267,Dodi Lukebakio,BEL,FW,Sevilla,La Liga,26-083,1997,8.2,2,24,8,33.3,2.92,0.97,0.08,0.25,15.0,1,0,0,2.6,2.6,0.11,-0.6,-0.6
1268,Saša Lukić,SRB,MF,Fulham,Premier League,27-125,1996,4.1,0,5,1,20.0,1.23,0.25,0.00,0.00,23.2,0,0,0,0.7,0.7,0.13,-0.7,-0.7
1269,Karlo Lulić,CRO,MF,Frosinone,Serie A,27-220,1996,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1270,Andriy Lunin,UKR,GK,Real Madrid,La Liga,24-308,1999,6.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1271,Sebastiano Luperto,ITA,DF,Empoli,Serie A,27-101,1996,15.0,0,8,2,25.0,0.53,0.13,0.00,0.00,11.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5
1272,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,30-055,1993,6.3,1,7,3,42.9,1.11,0.47,0.14,0.33,23.0,2,0,0,0.9,0.9,0.12,+0.1,+0.1
1273,Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,24-300,1999,4.8,0,3,1,33.3,0.62,0.21,0.00,0.00,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1274,Ian Maatsen,NED,"FW,MF",Chelsea,Premier League,21-281,2002,1.5,0,3,0,0.0,1.94,0.00,0.00,0.00,15.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
1275,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,24-357,1998,12.0,1,8,3,37.5,0.66,0.25,0.13,0.33,28.6,0,0,0,0.2,0.2,0.02,+0.8,+0.8
1276,Deiver Machado,COL,DF,Lens,Ligue 1,30-105,1993,7.0,3,9,4,44.4,1.28,0.57,0.33,0.75,18.8,1,0,0,0.6,0.6,0.07,+2.4,+2.4
1277,Darwin Machís,VEN,MF,Cádiz,La Liga,30-312,1993,7.4,3,17,7,41.2,2.30,0.95,0.12,0.29,23.8,1,1,1,1.4,0.6,0.03,+1.6,+1.4
1278,James Maddison,ENG,MF,Tottenham,Premier League,27-023,1996,9.8,3,28,15,53.6,2.86,1.53,0.11,0.20,19.2,1,0,0,2.8,2.8,0.10,+0.2,+0.2
1279,Noni Madueke,ENG,"FW,MF",Chelsea,Premier League,21-281,2002,1.4,0,5,1,20.0,3.66,0.73,0.00,0.00,17.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1280,Pablo Maffeo,ESP,DF,Mallorca,La Liga,26-157,1997,8.6,0,7,2,28.6,0.81,0.23,0.00,0.00,29.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
1281,Soungoutou Magassa,FRA,DF,Monaco,Ligue 1,20-069,2003,10.4,0,7,2,28.6,0.67,0.19,0.00,0.00,17.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6
1282,Giulio Maggiore,ITA,MF,Salernitana,Serie A,25-279,1998,6.8,0,6,1,16.7,0.88,0.15,0.00,0.00,16.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1283,Matej Maglica,CRO,DF,Darmstadt 98,Bundesliga,25-082,1998,8.0,1,5,1,20.0,0.63,0.13,0.20,1.00,20.5,1,0,0,0.4,0.4,0.07,+0.6,+0.6
1284,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,28-073,1995,12.0,0,7,1,14.3,0.58,0.08,0.00,0.00,12.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1285,Hugo Magnetti,FRA,MF,Brest,Ligue 1,25-200,1998,11.3,0,12,4,33.3,1.06,0.35,0.00,0.00,25.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5
1286,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,26-178,1997,7.9,1,10,4,40.0,1.26,0.50,0.10,0.25,14.3,0,0,0,1.4,1.4,0.14,-0.4,-0.4
1287,Frank Magri,CMR,FW,Toulouse,Ligue 1,24-103,1999,9.4,3,25,10,40.0,2.66,1.06,0.12,0.30,17.7,0,0,0,1.5,1.5,0.06,+1.5,+1.5
1288,Harry Maguire,ENG,DF,Manchester Utd,Premier League,30-286,1993,9.3,0,7,1,14.3,0.75,0.11,0.00,0.00,12.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5
1289,Arne Maier,GER,"DF,MF",Augsburg,Bundesliga,24-342,1999,0.6,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1290,Habib Maïga,CIV,"MF,FW",Metz,Ligue 1,27-349,1996,1.0,0,2,0,0.0,2.09,0.00,0.00,0.00,9.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1291,Mike Maignan,FRA,GK,Milan,Serie A,28-166,1995,12.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1292,Linton Maina,GER,"FW,MF",Köln,Bundesliga,24-176,1999,9.7,1,13,5,38.5,1.34,0.52,0.08,0.20,21.1,0,0,0,0.5,0.5,0.04,+0.5,+0.5
1293,Patrick Mainka,GER,DF,Heidenheim,Bundesliga,29-040,1994,14.0,2,17,4,23.5,1.21,0.29,0.12,0.50,9.2,0,0,0,1.8,1.8,0.10,+0.2,+0.2
1294,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,18-241,2005,1.7,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1295,Ainsley Maitland-Niles,ENG,"MF,DF",Lyon,Ligue 1,26-109,1997,3.2,0,4,1,25.0,1.26,0.31,0.00,0.00,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
1296,Lovro Majer,CRO,MF,Rennes,Ligue 1,25-333,1998,0.2,0,1,0,0.0,5.63,0.00,0.00,0.00,22.0,0,0,0,0.0,0.0,0.03,0.0,0.0
1297,Lovro Majer,CRO,"MF,FW",Wolfsburg,Bundesliga,25-333,1998,10.9,1,16,4,25.0,1.46,0.37,0.00,0.00,23.1,2,1,1,2.1,1.3,0.08,-1.1,-1.3
1298,Jean-Victor Makengo,FRA,"MF,FW",Lorient,Ligue 1,25-187,1998,5.2,0,5,2,40.0,0.97,0.39,0.00,0.00,25.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1299,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,22-135,2001,2.6,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1300,Antoine Makoumbou,CGO,MF,Cagliari,Serie A,25-151,1998,13.2,1,3,1,33.3,0.23,0.08,0.33,1.00,18.1,0,0,0,0.5,0.5,0.17,+0.5,+0.5
1301,Nemanja Maksimović,SRB,MF,Getafe,La Liga,28-324,1995,15.9,1,20,10,50.0,1.26,0.63,0.05,0.10,11.1,0,0,0,2.8,2.8,0.14,-1.8,-1.8
1302,Daniel Maldini,ITA,FW,Empoli,Serie A,22-066,2001,1.2,0,3,0,0.0,2.41,0.00,0.00,0.00,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1303,Youssef Maleh,MAR,MF,Empoli,Serie A,25-116,1998,11.2,0,7,0,0.0,0.62,0.00,0.00,0.00,23.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7
1304,Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,24-341,1999,8.6,4,30,15,50.0,3.48,1.74,0.13,0.27,17.9,2,0,0,3.9,3.9,0.13,+0.1,+0.1
1305,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,30-226,1993,8.3,2,16,4,25.0,1.93,0.48,0.13,0.50,30.2,6,0,0,0.4,0.4,0.03,+1.6,+1.6
1306,Lennard Maloney,USA,MF,Heidenheim,Bundesliga,24-069,1999,13.0,0,10,2,20.0,0.77,0.15,0.00,0.00,17.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1307,Aaron Malouda,FRA,FW,Lille,Ligue 1,18-016,2005,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1308,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,23-078,2000,16.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1309,Wilson Manafá,POR,"DF,MF",Granada,La Liga,29-146,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,0.00,29.4,0,0,0,0.0,0.0,0.01,0.0,0.0
1310,Hianga Mananga Mbock,FRA,"MF,FW",Brest,Ligue 1,23-353,1999,0.1,0,1,0,0.0,10.00,0.00,0.00,0.00,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1311,Gianluca Mancini,ITA,DF,Roma,Serie A,27-243,1996,14.0,2,12,5,41.7,0.86,0.36,0.17,0.40,11.6,0,0,0,1.4,1.4,0.12,+0.6,+0.6
1312,Marco Mancosu,ITA,"MF,FW",Cagliari,Serie A,35-116,1988,1.7,0,6,0,0.0,3.53,0.00,0.00,0.00,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5
1313,Steve Mandanda,FRA,GK,Rennes,Ligue 1,38-263,1985,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1314,Aïssa Mandi,ALG,DF,Villarreal,La Liga,32-055,1991,5.2,0,1,1,100.0,0.19,0.19,0.00,0.00,11.8,0,0,0,0.0,0.0,0.01,0.0,0.0
1315,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,26-170,1997,5.7,1,10,3,30.0,1.74,0.52,0.10,0.33,23.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1
1316,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,25-273,1998,15.0,1,7,1,14.3,0.47,0.07,0.14,1.00,21.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7
1317,Braydon Manu,GHA,MF,Darmstadt 98,Bundesliga,26-263,1997,0.9,0,4,1,25.0,4.44,1.11,0.00,0.00,12.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
1318,Benson Manuel,BEL,"MF,FW",Burnley,Premier League,26-263,1997,0.7,0,2,1,50.0,2.69,1.34,0.00,0.00,22.0,0,0,0,0.0,0.0,0.01,0.0,0.0
1319,Faitout Maouassa,FRA,DF,Lens,Ligue 1,25-163,1998,0.3,0,1,1,100.0,3.21,3.21,0.00,0.00,22.8,0,0,0,0.0,0.0,0.02,0.0,0.0
1320,Solly March,ENG,"FW,DF",Brighton,Premier League,29-149,1994,6.2,3,14,6,42.9,2.27,0.97,0.21,0.50,16.6,1,0,0,2.0,2.0,0.14,+1.0,+1.0
1321,Riccardo Marchizza,ITA,DF,Frosinone,Serie A,25-265,1998,12.8,0,8,3,37.5,0.63,0.24,0.00,0.00,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1322,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,31-304,1992,5.7,0,4,2,50.0,0.71,0.35,0.00,0.00,15.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1323,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,34-246,1989,12.9,1,4,2,50.0,0.31,0.15,0.25,0.50,17.1,0,0,0,0.6,0.6,0.14,+0.4,+0.4
1324,José Mari,ESP,"MF,FW",Cádiz,La Liga,36-010,1987,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1325,Pablo Marí,ESP,DF,Monza,Serie A,30-107,1993,10.0,0,4,0,0.0,0.40,0.00,0.00,0.00,12.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1326,José María Giménez,URU,"DF,MF",Atlético Madrid,La Liga,28-330,1995,4.8,0,4,0,0.0,0.84,0.00,0.00,0.00,9.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1327,Mariano,DOM,FW,Sevilla,La Liga,30-137,1993,1.9,0,5,1,20.0,2.66,0.53,0.00,0.00,15.3,0,0,0,0.6,0.6,0.11,-0.6,-0.6
1328,Mirko Marić,CRO,FW,Monza,Serie A,28-214,1995,2.3,1,5,1,20.0,2.20,0.44,0.20,1.00,12.0,0,0,0,0.5,0.5,0.11,+0.5,+0.5
1329,Rafa Marín ,ESP,DF,Alavés,La Liga,21-211,2002,9.1,0,5,1,20.0,0.55,0.11,0.00,0.00,18.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1330,Răzvan Marin,ROU,MF,Empoli,Serie A,27-207,1996,8.2,0,12,5,41.7,1.46,0.61,0.00,0.00,29.7,5,0,0,0.4,0.4,0.04,-0.4,-0.4
1331,Diego Mariño,ESP,GK,Almería,La Liga,33-221,1990,1.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1332,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,29-224,1994,9.0,1,7,3,42.9,0.78,0.33,0.14,0.33,19.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7
1333,Mika Màrmol,ESP,DF,Las Palmas,La Liga,21-167,2002,13.5,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1334,Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,24-312,1999,11.0,7,32,13,40.6,2.90,1.18,0.19,0.46,17.6,2,1,1,5.2,4.4,0.14,+1.8,+1.6
1335,Marquinhos,BRA,"FW,MF",Nantes,Ligue 1,20-253,2003,1.3,0,5,1,20.0,3.72,0.74,0.00,0.00,20.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
1336,Marquinhos,BRA,DF,Paris S-G,Ligue 1,29-216,1994,9.5,0,1,0,0.0,0.10,0.00,0.00,0.00,3.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1
1337,Agustín Martegani,ARG,MF,Salernitana,Serie A,23-210,2000,4.4,0,8,1,12.5,1.80,0.23,0.00,0.00,25.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2
1338,Eric Martel,GER,MF,Köln,Bundesliga,21-231,2002,10.6,0,9,4,44.4,0.85,0.38,0.00,0.00,18.9,0,0,0,1.3,1.3,0.17,-1.3,-1.3
1339,Roger Martí,ESP,FW,Cádiz,La Liga,32-347,1991,11.3,2,21,9,42.9,1.86,0.80,0.10,0.22,15.7,0,0,0,2.1,2.1,0.10,-0.1,-0.1
1340,Anthony Martial,FRA,FW,Manchester Utd,Premier League,28-011,1995,5.0,1,6,4,66.7,1.21,0.80,0.17,0.25,12.9,0,0,0,1.2,1.2,0.20,-0.2,-0.2
1341,Aarón Martín,ESP,DF,Genoa,Serie A,26-238,1997,3.9,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1342,Iván Martín,ESP,"MF,FW",Girona,La Liga,24-305,1999,12.5,3,9,5,55.6,0.72,0.40,0.33,0.60,15.0,0,0,0,2.0,2.0,0.22,+1.0,+1.0
1343,Jonas Martin,FRA,MF,Brest,Ligue 1,33-251,1990,5.0,0,3,0,0.0,0.60,0.00,0.00,0.00,9.7,0,0,0,0.4,0.4,0.15,-0.4,-0.4
1344,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,22-181,2001,11.2,2,23,10,43.5,2.05,0.89,0.09,0.20,15.4,0,0,0,1.8,1.8,0.08,+0.2,+0.2
1345,Arnau Martinez,ESP,DF,Girona,La Liga,20-235,2003,7.8,0,1,0,0.0,0.13,0.00,0.00,0.00,7.9,0,0,0,0.2,0.2,0.20,-0.2,-0.2
1346,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,31-105,1992,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1347,Iñigo Martínez,ESP,DF,Barcelona,La Liga,32-213,1991,6.0,0,4,0,0.0,0.66,0.00,0.00,0.00,11.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1348,Josep Martinez,ESP,GK,Genoa,Serie A,25-203,1998,15.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1349,Lautaro Martínez,ARG,FW,Inter,Serie A,26-116,1997,13.9,14,50,20,40.0,3.60,1.44,0.26,0.65,13.6,0,1,1,8.9,8.1,0.16,+5.1,+4.9
1350,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,25-332,1998,4.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1351,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,27-220,1996,12.3,3,11,5,45.5,0.89,0.41,0.27,0.60,11.2,0,0,0,1.3,1.3,0.12,+1.7,+1.7
1352,Adam Marušić,MNE,DF,Lazio,Serie A,31-060,1992,13.5,0,2,1,50.0,0.15,0.07,0.00,0.00,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0
1353,Marvin,ESP,"FW,MF",Las Palmas,La Liga,23-166,2000,5.9,0,6,1,16.7,1.02,0.17,0.00,0.00,15.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1354,Omar Mascarell,ESP,MF,Mallorca,La Liga,30-317,1993,6.5,0,1,0,0.0,0.15,0.00,0.00,0.00,5.3,0,0,0,0.1,0.1,0.12,-0.1,-0.1
1355,Erhan Mašović,SRB,DF,Bochum,Bundesliga,25-024,1998,11.7,0,11,2,18.2,0.94,0.17,0.00,0.00,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8
1356,Roberto Massimo,GER,"DF,FW",Stuttgart,Bundesliga,23-065,2000,0.7,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1357,Clinton Mata,ANG,DF,Lyon,Ligue 1,31-039,1992,10.7,0,8,0,0.0,0.75,0.00,0.00,0.00,24.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3
1358,Jaime Mata,ESP,"FW,MF",Getafe,La Liga,35-053,1988,6.3,0,8,2,25.0,1.26,0.32,0.00,0.00,16.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
1359,Pape Matar Sarr,SEN,MF,Tottenham,Premier League,21-093,2002,11.1,1,21,8,38.1,1.89,0.72,0.05,0.13,16.9,0,0,0,2.0,2.0,0.09,-1.0,-1.0
1360,Eliot Matazo,BEL,MF,Monaco,Ligue 1,21-304,2002,1.1,0,1,1,100.0,0.88,0.88,0.00,0.00,22.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1
1361,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,26-171,1997,5.0,1,6,3,50.0,1.19,0.60,0.00,0.00,15.4,0,1,1,1.4,0.6,0.09,-0.4,-0.6
1362,Nemanja Matić,SRB,MF,Rennes,Ligue 1,35-137,1988,11.0,0,3,1,33.3,0.27,0.09,0.00,0.00,38.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1363,Joël Matip,CMR,DF,Liverpool,Premier League,32-130,1991,8.7,0,5,0,0.0,0.58,0.00,0.00,0.00,10.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5
1364,Alex Matos,ENG,MF,Chelsea,Premier League,19-074,2004,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
1365,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,21-215,2002,3.3,0,2,0,0.0,0.61,0.00,0.00,0.00,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
